2323	4555
1868	4555
2896	4555
7405	4555
2575	4555
1745	1795
6651	1795
6999	1795
4627	1795
3769	1795
253	1795
5624	1795
6920	1795
3895	1795
231	1795
4057	1795
3857	1795
6558	1795
5261	1795
5815	1795
652	1795
3353	1795
344	1795
2019	1795
7389	1795
4012	1795
244	1795
5189	1565
3024	1565
4146	1565
4497	1565
6813	3505
7028	3505
7826	3505
2564	3505
4067	3505
1449	3505
6105	3505
1378	3505
379	3606
306	3606
4033	3606
2096	3606
1862	3606
1103	3606
1409	3606
7473	3606
7348	3606
2806	3606
2829	3606
3266	3606
4552	3606
2910	3606
2372	3606
1239	3606
6143	3606
6226	3606
2070	3606
3925	3606
7404	3606
5062	3606
280	3606
911	4080
860	4080
1961	4080
7072	4080
1738	4080
2412	4080
1776	4080
1755	2432
2284	2432
5217	2432
3376	2432
7497	2432
4585	2432
2730	3453
5215	3453
4168	3453
2025	3453
6111	3453
5131	3453
4058	3453
3898	3453
896	3453
4233	3453
3417	3453
5859	3453
3401	3453
4819	3453
752	4838
979	4838
3756	4838
2912	4838
784	4838
4470	4838
756	5820
2251	5820
96	5820
3604	5820
2268	5820
6981	5820
5711	5820
7336	5820
232	4696
243	4696
2695	4696
6244	4696
1713	4696
5606	4696
2519	4696
4141	4929
3811	4929
1132	4929
3124	4929
4576	4929
6422	7795
7045	7795
5962	7795
5867	7795
2595	4529
4206	4529
1082	4529
2991	4529
7507	4529
305	4529
2658	4529
5128	2289
6298	2289
4736	2289
718	2289
848	2289
7457	2289
5694	2289
7753	2289
1226	2289
168	2289
2945	2289
26	703
6588	703
346	703
4376	703
7774	703
7021	703
5911	703
2942	703
5610	703
2975	5477
4045	5477
4473	5477
2291	5477
1108	5477
3089	5477
4968	329
701	329
392	329
1941	329
3051	329
3544	329
5252	329
3418	329
1789	5776
4940	5776
7227	5776
5495	5776
7212	307
1498	307
4493	307
3734	307
2364	307
4445	307
407	307
3217	307
5729	307
3075	4089
3700	4089
5266	4089
2404	4089
6861	4089
1856	4089
799	4725
421	4725
3681	4725
6983	4725
4734	1959
4267	1959
6457	1959
454	1959
5769	1959
5602	1959
4247	3267
7391	3267
4006	3267
6769	3267
5873	3267
2114	3267
4157	3267
6345	3267
139	3267
7085	3267
6931	3267
4183	3267
5489	2897
5393	2897
4630	2897
2461	2897
3080	2897
7675	6574
3395	6574
1719	6574
618	1560
6009	1560
625	1560
6321	6627
983	6627
2531	6627
3474	6627
5963	6627
1107	6627
