0	3344	1
1	68	1
1	867	1
1	2466	0
1	1565	1
1	5157	1
1	5300	1
1	3507	0
1	1547	1
3	373	1
4	4794	1
4	6850	0
5	5728	0
5	8783	0
5	9216	0
5	8568	1
5	4808	1
5	9779	0
5	5874	0
5	9595	0
5	9713	1
5	6800	1
5	6849	0
5	9577	1
5	9614	0
5	1632	1
5	3733	0
5	5014	1
5	2372	0
5	9881	0
5	8025	0
5	9349	0
6	6652	0
8	3750	1
9	3078	0
9	6225	0
9	6765	0
9	1619	1
9	4190	0
9	4991	0
9	1635	1
9	9674	0
9	3330	1
9	6035	1
9	7428	0
9	6914	0
9	8762	1
10	7772	1
10	694	1
10	3616	0
11	3750	0
13	5586	0
14	509	1
15	3043	0
15	49	1
16	5017	0
16	3009	1
16	7095	0
16	5113	0
16	4133	0
16	6468	0
16	378	1
17	48	1
18	698	0
19	6668	0
19	7130	0
20	271	1
20	8624	1
20	2615	0
20	7963	1
21	723	1
21	5912	1
22	213	0
22	4302	0
22	2593	0
22	1016	0
22	5250	0
22	606	0
22	1280	0
24	6258	1
25	3344	1
26	3344	1
27	6254	1
28	2048	1
28	399	0
29	1467	1
29	5779	1
30	5732	0
31	2205	1
31	8330	1
32	1486	1
33	533	1
33	6821	1
33	8434	1
33	3123	1
34	1084	1
34	1293	1
34	7808	0
34	7559	1
34	280	1
34	8675	1
35	4874	1
35	1743	1
35	615	1
36	5923	1
36	5803	1
36	3506	1
36	9030	1
36	59	1
37	2254	1
38	3168	0
39	1453	0
39	8410	0
40	3940	1
40	6725	0
40	5151	0
40	550	1
42	1537	1
43	271	1
43	1089	0
43	3900	1
43	3940	1
44	4502	0
45	483	0
46	855	1
46	5960	1
47	6084	1
47	298	1
49	6204	1
49	7951	0
49	462	1
50	1467	1
54	6501	0
56	380	0
56	3940	0
57	9079	0
58	7640	1
58	3330	0
59	5803	1
59	6402	0
60	362	1
61	3825	0
62	3507	0
63	3100	1
64	723	1
64	1113	1
64	1280	1
64	803	1
65	2180	0
66	509	1
66	84	0
66	9915	1
66	7434	1
66	8518	0
66	2309	1
66	2379	1
66	790	1
66	820	0
66	770	1
66	4748	0
66	9098	1
66	5491	1
67	1467	0
67	360	0
67	3078	0
67	618	0
67	2155	0
67	2597	0
67	1300	0
67	3872	0
67	3570	0
67	259	0
67	3641	1
67	5952	0
67	6635	0
67	1539	0
67	7795	0
69	4874	1
70	5803	1
70	6184	1
71	1798	1
71	7513	1
72	1359	1
72	723	1
72	212	1
72	89	0
72	786	1
73	1113	0
74	380	0
74	5251	0
74	6933	0
74	2706	0
76	373	1
76	2248	1
76	9393	1
76	111	1
76	7557	0
76	1345	1
76	1344	1
77	3508	1
77	6512	0
77	6437	1
77	2227	1
77	4012	1
77	1931	1
77	2139	1
78	379	0
79	1280	1
80	7761	0
81	2205	1
82	1207	1
82	2505	1
82	4363	1
82	1550	1
84	5039	0
84	5330	0
84	533	0
84	723	0
84	3656	0
84	5007	1
84	9915	0
84	5918	0
84	4471	0
84	527	0
84	425	0
84	4847	0
84	521	0
84	1453	0
84	2672	0
84	6512	0
84	1602	0
84	7066	0
84	6091	0
84	9010	0
84	7444	1
84	3575	0
84	7108	1
85	3700	0
85	10054	0
86	213	0
86	9987	1
86	7923	0
86	5227	0
86	4302	0
86	4827	0
86	2593	0
86	4690	0
86	380	0
86	5475	0
86	10170	1
86	379	1
86	5222	0
86	203	0
86	902	0
86	6795	0
86	521	0
86	493	0
86	1366	1
86	10124	1
86	8483	0
86	1085	0
86	9976	0
86	2000	0
86	9880	0
86	9701	1
86	1865	0
86	8256	0
87	213	0
87	2731	0
87	5238	0
88	3344	1
89	3168	0
90	2825	0
92	7916	1
93	3524	0
94	1113	1
95	2548	0
96	5772	1
97	723	0
97	987	0
97	3029	0
97	84	1
97	6147	0
97	5183	0
97	527	0
98	9634	0
98	2568	0
98	3201	0
98	2982	0
98	5767	0
98	2533	0
98	1424	0
98	2887	0
98	201	0
98	3435	0
98	5172	0
98	583	0
99	585	0
99	5230	1
99	540	1
99	1028	1
99	1231	1
100	4974	1
102	7095	0
102	6468	0
102	5161	1
103	709	1
104	509	1
104	2190	1
104	7030	1
104	2568	1
104	8057	1
104	1954	1
104	253	1
104	363	0
104	883	1
104	2277	1
104	2309	1
104	5017	0
105	2205	1
105	6821	1
106	283	1
107	6799	1
108	1300	1
109	723	1
109	903	1
110	9813	0
111	458	0
112	493	1
112	6948	0
112	8312	0
112	3223	0
112	3723	0
114	202	0
114	8754	0
114	7652	0
114	8944	0
114	7138	0
114	9195	0
114	8468	0
114	9572	1
114	6255	0
114	1132	0
114	3403	0
114	380	0
114	521	0
114	86	0
114	3604	0
114	1269	0
114	435	0
114	5109	0
114	2856	0
114	493	0
114	1951	0
114	6927	0
114	1564	0
114	9501	0
114	1506	0
114	720	0
114	3055	0
114	2975	1
114	3570	0
114	1280	0
114	2593	0
114	2568	0
114	9287	0
114	3750	0
114	1366	0
114	4148	0
114	246	0
114	5971	0
114	7070	0
114	2794	0
114	9109	0
115	3454	0
115	7095	0
115	5335	0
115	5676	1
115	6063	1
115	16	0
115	5029	0
115	5936	1
116	379	0
117	6851	0
118	1537	1
119	6821	0
120	3108	1
120	1366	0
120	5172	0
120	7009	1
120	6485	1
120	9154	1
120	1954	1
120	5493	1
120	6102	1
120	6245	1
120	1129	1
120	848	1
120	3360	0
120	4198	1
121	379	0
122	862	0
122	3469	0
122	1951	0
123	618	0
123	7640	0
123	7873	0
123	499	0
123	3391	0
123	4892	0
123	5039	0
123	108	0
123	2247	0
123	2158	0
123	3531	0
123	3299	0
123	66	0
123	9510	0
123	9247	0
123	5918	0
123	5823	0
123	1666	0
123	790	0
123	810	0
123	4748	0
123	1665	0
123	7682	0
123	1969	0
125	1467	1
126	8256	0
126	10187	0
127	5803	1
128	3750	0
129	867	1
129	4007	1
129	1293	1
129	4070	0
129	1100	0
129	3345	0
130	1537	1
130	3168	0
131	9480	1
132	6527	1
133	373	1
133	4361	1
134	48	0
135	2155	1
135	67	0
135	1153	1
135	7867	1
135	3669	0
137	1132	1
137	1951	0
137	1992	1
137	2205	1
138	1801	0
139	6299	1
140	3566	0
141	696	1
141	8604	1
141	3900	0
142	3477	0
142	6682	0
144	9160	1
145	1537	1
145	1877	0
145	792	1
145	5253	1
145	350	1
145	3863	1
145	3672	1
145	6658	1
145	1602	0
145	7319	1
145	4989	1
145	477	1
146	3566	0
146	7485	0
146	8492	0
146	719	0
146	941	0
147	7254	0
148	2825	0
149	6646	1
151	5923	1
151	8153	0
152	5921	1
152	5056	1
154	862	1
154	1719	1
155	1877	0
155	477	1
156	1634	1
157	174	1
157	509	1
157	533	1
157	5166	1
157	5125	1
157	8046	1
157	4874	1
157	1877	0
157	795	1
157	1453	0
157	1153	1
157	6091	1
157	1671	0
157	8984	1
157	1523	1
157	823	1
158	625	0
159	698	1
160	5017	0
161	2205	1
162	855	1
163	720	1
163	7999	1
164	379	0
165	5258	0
166	1280	0
167	6017	0
167	2215	0
167	7999	0
168	883	1
168	104	1
168	5586	0
168	8551	0
168	1495	1
168	398	0
168	5180	0
168	399	0
169	6091	1
169	4390	1
170	5586	0
170	5992	0
170	7381	0
170	1600	0
170	8362	0
170	8378	0
170	6495	0
171	2247	1
172	954	1
172	3961	1
172	3043	0
173	3723	0
173	924	0
174	1084	1
174	7890	1
174	5641	1
174	1039	1
174	643	1
174	8790	1
174	1199	0
175	153	1
176	862	0
176	1901	1
176	5455	1
177	325	1
177	5678	0
177	4035	1
177	5475	1
177	8731	0
177	9883	1
177	1936	1
177	5250	1
177	3823	1
177	176	1
178	3656	1
179	901	0
179	1186	1
179	480	0
179	844	0
179	4298	0
180	214	1
181	3100	1
182	226	1
182	6275	1
183	1467	1
185	7540	1
186	2707	0
186	6754	1
186	2031	1
186	819	1
187	7017	0
188	9109	0
189	644	1
190	3940	1
191	493	0
191	4502	0
191	6421	0
191	7540	0
191	1114	1
191	709	0
191	817	0
191	2315	0
191	604	0
191	6690	0
191	1602	0
191	1073	0
191	6045	0
191	3688	0
191	98	0
191	8737	0
191	6682	0
191	6725	0
191	7541	0
191	2707	0
191	3117	1
191	7808	0
191	6108	0
191	5368	0
191	6992	0
191	7096	0
191	5991	0
191	157	0
191	9259	0
191	7555	0
191	481	0
191	4337	0
191	6245	0
191	9802	0
191	2914	0
191	3414	0
191	2775	0
192	5017	0
192	3831	0
192	7095	0
193	1467	1
193	1902	1
193	3443	1
193	6585	1
193	3919	1
193	2731	0
193	5166	1
194	5436	1
195	862	0
195	3078	1
195	257	0
195	3186	0
195	2619	0
196	1132	1
196	358	1
196	7640	1
196	3196	0
196	1956	1
196	5201	0
196	4221	0
196	2760	1
196	3348	1
197	493	1
197	8312	0
198	493	0
198	6927	0
198	4686	0
198	1506	0
198	6258	0
198	2949	0
198	5130	0
198	9436	0
198	8297	0
198	9480	0
198	8415	0
198	468	0
198	719	0
198	1073	0
198	5109	1
198	3454	0
198	3872	0
198	1539	0
198	2867	0
198	3254	0
198	4706	0
198	4699	0
199	66	1
200	6858	0
200	5934	1
201	493	1
201	1506	1
201	1799	1
201	4643	1
201	2363	1
201	8332	0
201	813	1
203	202	1
203	743	1
203	1716	0
203	861	0
203	2190	1
203	5157	1
203	3414	0
203	8483	0
203	5586	0
203	3942	1
203	7070	0
203	5017	0
203	157	1
203	405	0
203	312	1
203	732	1
204	7640	1
205	4874	1
205	2309	1
205	66	1
205	402	1
205	7513	1
205	2243	0
206	7640	1
207	202	1
207	114	0
207	3344	1
207	1624	1
208	9641	0
208	532	1
208	850	1
208	240	1
208	1182	1
208	6258	1
208	596	1
208	2568	1
209	3201	1
209	218	0
209	6258	1
209	3414	0
209	1574	1
209	827	1
209	6490	0
209	6402	0
209	4377	1
209	4827	1
209	883	1
209	2253	1
209	3940	1
209	3403	1
209	719	1
209	3110	0
209	1094	0
209	3886	1
209	9269	0
209	2196	1
209	9125	1
209	960	0
209	7695	1
209	583	0
210	867	1
210	3801	1
210	3106	1
210	3742	0
211	2731	0
211	1634	1
211	832	1
211	4217	1
211	8256	0
212	709	1
212	3664	0
212	400	1
212	322	1
212	1130	1
212	725	1
212	5971	1
212	308	1
212	1189	0
212	2027	1
212	6858	0
212	462	1
212	4030	1
212	1669	1
212	312	1
214	2190	1
214	709	1
214	2300	0
214	9620	0
214	366	1
214	2210	0
214	4244	1
214	7016	0
214	396	1
214	7210	1
214	704	1
214	864	0
214	2129	0
214	5457	1
214	4238	1
214	4460	1
215	3669	0
217	4782	0
218	1182	0
218	717	0
218	7126	0
218	7043	0
219	3344	0
220	213	1
220	7640	1
221	6490	0
221	214	1
223	817	1
223	2032	1
223	435	1
223	3592	1
223	1574	1
223	3840	1
