0	3344
1	68
1	867
1	1565
1	5157
1	5300
1	1547
3	373
4	4794
5	8568
5	4808
5	9713
5	6800
5	9577
5	1632
5	5014
8	3750
9	1619
9	1635
9	3330
9	6035
9	8762
10	7772
10	694
14	509
15	49
16	3009
16	378
17	48
20	271
20	8624
20	7963
21	723
21	5912
24	6258
25	3344
26	3344
27	6254
28	2048
29	1467
29	5779
31	2205
31	8330
32	1486
33	533
33	6821
33	8434
33	3123
34	1084
34	1293
34	7559
34	280
34	8675
35	4874
35	1743
35	615
36	5923
36	5803
36	3506
36	9030
36	59
37	2254
40	3940
40	550
42	1537
43	271
43	3900
43	3940
46	855
46	5960
47	6084
47	298
49	6204
49	462
50	1467
58	7640
59	5803
60	362
63	3100
64	723
64	1113
64	1280
64	803
66	509
66	9915
66	7434
66	2309
66	2379
66	790
66	770
66	9098
66	5491
67	3641
69	4874
70	5803
70	6184
71	1798
71	7513
72	1359
72	723
72	212
72	786
76	373
76	2248
76	9393
76	111
76	1345
76	1344
77	3508
77	6437
77	2227
77	4012
77	1931
77	2139
79	1280
81	2205
82	1207
82	2505
82	4363
82	1550
84	5007
84	7444
84	7108
86	9987
86	10170
86	379
86	1366
86	10124
86	9701
88	3344
92	7916
94	1113
96	5772
97	84
99	5230
99	540
99	1028
99	1231
100	4974
102	5161
103	709
104	509
104	2190
104	7030
104	2568
104	8057
104	1954
104	253
104	883
104	2277
104	2309
105	2205
105	6821
106	283
107	6799
108	1300
109	723
109	903
112	493
114	9572
114	2975
115	5676
115	6063
115	5936
118	1537
120	3108
120	7009
120	6485
120	9154
120	1954
120	5493
120	6102
120	6245
120	1129
120	848
120	4198
125	1467
127	5803
129	867
129	4007
129	1293
130	1537
131	9480
132	6527
133	373
133	4361
135	2155
135	1153
135	7867
137	1132
137	1992
137	2205
139	6299
141	696
141	8604
144	9160
145	1537
145	792
145	5253
145	350
145	3863
145	3672
145	6658
145	7319
145	4989
145	477
149	6646
151	5923
152	5921
152	5056
154	862
154	1719
155	477
156	1634
157	174
157	509
157	533
157	5166
157	5125
157	8046
157	4874
157	795
157	1153
157	6091
157	8984
157	1523
157	823
159	698
161	2205
162	855
163	720
163	7999
168	883
168	104
168	1495
169	6091
169	4390
171	2247
172	954
172	3961
174	1084
174	7890
174	5641
174	1039
174	643
174	8790
175	153
176	1901
176	5455
177	325
177	4035
177	5475
177	9883
177	1936
177	5250
177	3823
177	176
178	3656
179	1186
180	214
181	3100
182	226
182	6275
183	1467
185	7540
186	6754
186	2031
186	819
189	644
190	3940
191	1114
191	3117
193	1467
193	1902
193	3443
193	6585
193	3919
193	5166
194	5436
195	3078
196	1132
196	358
196	7640
196	1956
196	2760
196	3348
197	493
198	5109
199	66
200	5934
201	493
201	1506
201	1799
201	4643
201	2363
201	813
203	202
203	743
203	2190
203	5157
203	3942
203	157
203	312
203	732
204	7640
205	4874
205	2309
205	66
205	402
205	7513
206	7640
207	202
207	3344
207	1624
208	532
208	850
208	240
208	1182
208	6258
208	596
208	2568
209	3201
209	6258
209	1574
209	827
209	4377
209	4827
209	883
209	2253
209	3940
209	3403
209	719
209	3886
209	2196
209	9125
209	7695
210	867
210	3801
210	3106
211	1634
211	832
211	4217
212	709
212	400
212	322
212	1130
212	725
212	5971
212	308
212	2027
212	462
212	4030
212	1669
212	312
214	2190
214	709
214	366
214	4244
214	396
214	7210
214	704
214	5457
214	4238
214	4460
220	213
220	7640
221	214
223	817
223	2032
223	435
223	3592
223	1574
223	3840
223	1182
223	1130
223	2982
223	719
223	4021
224	618
225	213
225	8297
225	8049
225	6245
225	8771
225	3900
226	2330
227	362
227	5363
227	7917
227	25
228	6754
228	1634
228	1009
229	213
229	2070
230	6410
231	1956
231	959
231	3518
231	1484
231	3348
231	2533
231	1865
231	867
231	704
231	4989
231	5166
231	1132
231	1902
231	6245
231	7043
231	6091
231	8754
231	719
231	4268
231	8022
231	2982
231	1574
231	6088
231	223
231	6799
231	1105
231	8369
231	9156
231	157
231	2205
231	7559
231	7096
231	3078
231	3750
231	882
231	2597
231	8747
231	6954
231	2399
231	1040
231	3454
231	9426
231	1121
231	7210
231	280
232	7502
233	363
234	618
236	538
236	2887
237	202
237	704
238	325
238	8203
238	389
238	3940
238	1539
238	1867
238	5679
238	3656
238	1009
238	3801
238	970
238	6258
238	1645
239	468
240	532
240	850
240	1936
240	8203
240	704
240	7009
240	604
240	867
240	431
240	4699
240	1664
240	1182
240	2205
240	1192
240	3475
240	137
240	3940
240	4263
240	1153
240	5493
242	373
243	2481
243	3718
244	2538
245	202
246	751
246	5488
246	787
246	8811
248	1484
248	3078
249	374
249	7732
249	1335
249	262
250	216
250	9944
251	3201
252	271
252	6801
253	777
253	1564
253	1956
253	1269
253	493
253	827
253	787
253	435
253	3454
253	817
253	867
253	2155
253	3443
253	2726
253	8479
253	8754
253	193
253	1497
253	4920
254	325
254	2634
254	3607
256	5475
256	630
256	308
256	609
256	7543
256	4030
256	2027
256	1669
256	5412
256	212
256	1130
256	725
256	3348
256	322
256	462
256	5150
258	2867
258	1865
258	9109
259	2766
259	4298
259	8483
261	3186
261	405
262	1936
262	468
262	1161
266	698
266	4344
266	855
266	1200
266	1161
266	3561
266	9736
266	3566
266	1070
270	959
270	3801
272	817
273	618
274	7640
274	3513
276	4706
276	1084
277	618
